Number of species	42
Number of genes	802115
Number of genes in orthogroups	701001
Number of unassigned genes	101114
Percentage of genes in orthogroups	87.4
Percentage of unassigned genes	12.6
Number of orthogroups	54733
Number of species-specific orthogroups	23771
Number of genes in species-specific orthogroups	147198
Percentage of genes in species-specific orthogroups	18.4
Mean orthogroup size	12.8
Median orthogroup size	4.0
G50 (assigned genes)	33
G50 (all genes)	29
O50 (assigned genes)	5497
O50 (all genes)	7112
Number of orthogroups with all species present	85
Number of single-copy orthogroups	0
Date	2023-10-05
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	51332	93.8	428135	61.1
'1	2610	4.8	142070	20.3
'2	392	0.7	39245	5.6
'3	157	0.3	22720	3.2
'4	93	0.2	17362	2.5
'5	45	0.1	10357	1.5
'6	26	0.0	6976	1.0
'7	25	0.0	7751	1.1
'8	17	0.0	6113	0.9
'9	10	0.0	3957	0.6
'10	4	0.0	1762	0.3
11-15	15	0.0	8232	1.2
16-20	4	0.0	3073	0.4
21-50	3	0.0	3248	0.5
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	23771
2	12098
3	3844
4	1690
5	995
6	649
7	508
8	415
9	344
10	319
11	284
12	247
13	225
14	209
15	184
16	213
17	211
18	228
19	288
20	367
21	415
22	496
23	600
24	657
25	658
26	594
27	598
28	494
29	412
30	352
31	300
32	269
33	243
34	234
35	229
36	185
37	196
38	181
39	175
40	151
41	120
42	85
