	1016-Treubia_lacunosa	1017-Porella_caespitans_var_nipponica	1025-Porella_chinensis	1026-Bazzania_tridens	225-Ptilidium_ciliare	231-Lunularia_cruciata	302-Haplomitrium_mnioides	343-Odontoschisma_sphagni	349-Blasia_pusilla	359-Scapania_nepalensis	368-Metzgeria_furcata	369-Plagiochila_semidecurrens	604-Gackstroemia_magellanica	620-Vetaforma_dusenii	621-Plagiochila_sp	623-Mesoptychia_sp	625-Noteroclada_confluens	626-Acrobolbus_urvilleanus	630-Porella_platyphylla	653-Riccia_cavernosa	664-Conocephalum_conicum	888-Acrolejeunea_sandvicensis	889-Fossombronia_cristula	890-Blasia_pusilla	891-Pleurozia_purpurea	905-Metzgeria_hamata	906-Herbertus_kurzii	908-Cyathodium_cavernarum	909-Ricciocarpos_natans	912-Pallavicinia_ambigua	952-Plagiochasma_appendiculatum	955-Jungermannia_erectum	957-Frullania_moniliata	961-Lepidozia_reptans	963-Plicanthus_hirtellus	965-Tetralophozia_filiformis	966-Tritomaria_exsectiformis	M158-Sphaerocarpos_donnellii	MAPA-Marchantia_paleacea	MpMON-Marchantia_polymorpha_montivagans	MpPOL-Marchantia_polymorpha_polymorpha	MpTAKv6-Marchantia_polymorpha_rudelaris


Number of genes per-species in orthogroup	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups
'0	36528	35813	34150	34663	35561	36095	36515	35316	35109	33895	34394	35224	34733	34315	35302	33507	33218	33379	35331	33638	36218	35900	35015	35128	34513	35142	33646	35850	35258	35377	35801	36208	35347	35196	33919	34492	34732	35325	33379	30946	31627	31267
'1	3772	4388	4798	4971	4421	4625	3546	4631	5782	4893	4669	4274	4854	4748	4574	5231	4042	5362	4855	3397	4715	4396	4140	5727	4333	4750	3840	4414	4577	4260	4676	4382	4530	4700	5326	5201	4768	4322	6584	8517	7789	6806
'2	977	1052	1346	1310	1218	731	1003	1159	756	1511	1505	1351	1486	1540	1276	1704	2477	1621	1003	2977	693	977	1385	742	1434	1067	2349	908	1273	1251	906	801	1236	1179	1446	1264	1207	1227	1175	1516	1558	2144
'3	276	329	521	475	383	220	313	390	197	587	589	441	498	559	343	634	885	590	291	793	193	314	559	216	589	400	800	291	410	437	270	219	457	456	517	455	489	407	392	472	496	767
'4	115	139	272	196	160	110	172	177	79	283	282	211	199	283	154	292	392	262	177	409	78	150	267	72	280	152	409	141	185	212	104	110	169	175	274	216	247	202	166	208	199	401
'5	85	88	184	112	95	55	94	95	33	173	171	109	110	134	92	165	227	182	81	211	47	79	134	40	171	124	234	79	96	111	66	57	99	101	143	108	117	107	78	115	111	205
'6	47	49	120	80	47	41	73	57	26	100	92	65	48	102	60	106	154	101	63	143	22	51	94	25	100	56	141	64	60	85	41	33	48	66	112	79	83	63	41	59	55	131
'7	25	30	89	42	25	35	60	39	15	79	53	47	28	71	34	72	105	83	33	84	14	29	55	16	73	42	97	42	46	60	27	30	51	44	59	45	50	61	38	44	52	76
'8	28	25	70	29	28	18	39	34	10	51	44	47	20	49	31	49	62	49	24	66	19	24	42	11	44	40	71	28	19	43	20	20	17	23	46	32	38	35	33	32	30	53
'9	22	20	58	15	11	13	34	25	5	42	36	22	11	38	22	33	50	39	22	48	5	13	21	12	37	30	44	23	22	24	7	11	15	15	31	28	25	22	18	19	25	40
'10	23	18	42	30	13	13	20	10	6	35	36	19	9	21	20	35	44	32	18	35	3	13	28	7	37	22	49	20	18	16	8	9	13	15	20	17	26	20	20	16	16	31
11-15	45	38	136	49	30	31	72	46	4	109	75	71	14	77	53	106	139	108	52	111	18	41	75	15	116	61	130	66	40	59	44	37	25	28	68	49	89	81	58	60	42	56
16-20	21	15	71	26	18	11	36	15	6	70	35	30	12	39	33	43	70	68	25	40	3	20	45	6	57	26	67	39	9	21	18	19	14	14	17	20	46	41	25	13	21	25
21-50	42	18	132	19	14	23	46	33	2	126	41	88	5	41	29	47	110	123	45	65	2	22	96	8	130	75	121	52	15	55	31	49	7	15	37	20	91	97	21	12	8	25
51-100	13	6	31	11	6	5	3	3	0	56	6	17	3	12	6	6	35	29	7	10	0	1	49	5	58	30	25	11	2	15	10	21	0	3	12	3	19	19	2	1	1	3
101-150	3	2	7	1	0	3	0	0	0	10	1	7	0	1	0	0	15	2	3	2	0	0	10	0	22	9	4	1	0	4	0	6	2	0	3	1	2	1	0	0	0	0
151-200	2	0	1	1	0	0	0	0	0	7	1	1	0	0	1	0	1	0	0	0	0	0	7	0	17	2	3	1	0	0	1	7	0	0	0	0	0	0	0	0	0	0
201-500	5	0	2	0	0	1	1	0	0	2	0	5	0	0	0	0	4	0	0	1	0	0	8	0	14	2	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0
501-1000	1	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups
'0	86.9	85.2	81.3	82.5	84.6	85.9	86.9	84.0	83.5	80.6	81.8	83.8	82.6	81.6	84.0	79.7	79.0	79.4	84.1	80.0	86.2	85.4	83.3	83.6	82.1	83.6	80.1	85.3	83.9	84.2	85.2	86.1	84.1	83.7	80.7	82.1	82.6	84.0	79.4	73.6	75.2	74.4
'1	9.0	10.4	11.4	11.8	10.5	11.0	8.4	11.0	13.8	11.6	11.1	10.2	11.5	11.3	10.9	12.4	9.6	12.8	11.6	8.1	11.2	10.5	9.9	13.6	10.3	11.3	9.1	10.5	10.9	10.1	11.1	10.4	10.8	11.2	12.7	12.4	11.3	10.3	15.7	20.3	18.5	16.2
'2	2.3	2.5	3.2	3.1	2.9	1.7	2.4	2.8	1.8	3.6	3.6	3.2	3.5	3.7	3.0	4.1	5.9	3.9	2.4	7.1	1.6	2.3	3.3	1.8	3.4	2.5	5.6	2.2	3.0	3.0	2.2	1.9	2.9	2.8	3.4	3.0	2.9	2.9	2.8	3.6	3.7	5.1
'3	0.7	0.8	1.2	1.1	0.9	0.5	0.7	0.9	0.5	1.4	1.4	1.0	1.2	1.3	0.8	1.5	2.1	1.4	0.7	1.9	0.5	0.7	1.3	0.5	1.4	1.0	1.9	0.7	1.0	1.0	0.6	0.5	1.1	1.1	1.2	1.1	1.2	1.0	0.9	1.1	1.2	1.8
'4	0.3	0.3	0.6	0.5	0.4	0.3	0.4	0.4	0.2	0.7	0.7	0.5	0.5	0.7	0.4	0.7	0.9	0.6	0.4	1.0	0.2	0.4	0.6	0.2	0.7	0.4	1.0	0.3	0.4	0.5	0.2	0.3	0.4	0.4	0.7	0.5	0.6	0.5	0.4	0.5	0.5	1.0
'5	0.2	0.2	0.4	0.3	0.2	0.1	0.2	0.2	0.1	0.4	0.4	0.3	0.3	0.3	0.2	0.4	0.5	0.4	0.2	0.5	0.1	0.2	0.3	0.1	0.4	0.3	0.6	0.2	0.2	0.3	0.2	0.1	0.2	0.2	0.3	0.3	0.3	0.3	0.2	0.3	0.3	0.5
'6	0.1	0.1	0.3	0.2	0.1	0.1	0.2	0.1	0.1	0.2	0.2	0.2	0.1	0.2	0.1	0.3	0.4	0.2	0.1	0.3	0.1	0.1	0.2	0.1	0.2	0.1	0.3	0.2	0.1	0.2	0.1	0.1	0.1	0.2	0.3	0.2	0.2	0.1	0.1	0.1	0.1	0.3
'7	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.0	0.2	0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.2	0.1	0.2	0.0	0.1	0.1	0.0	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2
'8	0.1	0.1	0.2	0.1	0.1	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.0	0.1	0.1	0.0	0.1	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
'9	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.1	0.0	0.0	0.1	0.1
'10	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1
11-15	0.1	0.1	0.3	0.1	0.1	0.1	0.2	0.1	0.0	0.3	0.2	0.2	0.0	0.2	0.1	0.3	0.3	0.3	0.1	0.3	0.0	0.1	0.2	0.0	0.3	0.1	0.3	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.1	0.1	0.1	0.1
16-20	0.0	0.0	0.2	0.1	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.2	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.2	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.1
21-50	0.1	0.0	0.3	0.0	0.0	0.1	0.1	0.1	0.0	0.3	0.1	0.2	0.0	0.1	0.1	0.1	0.3	0.3	0.1	0.2	0.0	0.1	0.2	0.0	0.3	0.2	0.3	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.2	0.2	0.0	0.0	0.0	0.1
51-100	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101-150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151-200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201-500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501-1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1001+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Number of genes per-species in orthogroup	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes
'0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1	3772	4388	4798	4971	4421	4625	3546	4631	5782	4893	4669	4274	4854	4748	4574	5231	4042	5362	4855	3397	4715	4396	4140	5727	4333	4750	3840	4414	4577	4260	4676	4382	4530	4700	5326	5201	4768	4322	6584	8517	7789	6806
'2	1954	2104	2692	2620	2436	1462	2006	2318	1512	3022	3010	2702	2972	3080	2552	3408	4954	3242	2006	5954	1386	1954	2770	1484	2868	2134	4698	1816	2546	2502	1812	1602	2472	2358	2892	2528	2414	2454	2350	3032	3116	4288
'3	828	987	1563	1425	1149	660	939	1170	591	1761	1767	1323	1494	1677	1029	1902	2655	1770	873	2379	579	942	1677	648	1767	1200	2400	873	1230	1311	810	657	1371	1368	1551	1365	1467	1221	1176	1416	1488	2301
'4	460	556	1088	784	640	440	688	708	316	1132	1128	844	796	1132	616	1168	1568	1048	708	1636	312	600	1068	288	1120	608	1636	564	740	848	416	440	676	700	1096	864	988	808	664	832	796	1604
'5	425	440	920	560	475	275	470	475	165	865	855	545	550	670	460	825	1135	910	405	1055	235	395	670	200	855	620	1170	395	480	555	330	285	495	505	715	540	585	535	390	575	555	1025
'6	282	294	720	480	282	246	438	342	156	600	552	390	288	612	360	636	924	606	378	858	132	306	564	150	600	336	846	384	360	510	246	198	288	396	672	474	498	378	246	354	330	786
'7	175	210	623	294	175	245	420	273	105	553	371	329	196	497	238	504	735	581	231	588	98	203	385	112	511	294	679	294	322	420	189	210	357	308	413	315	350	427	266	308	364	532
'8	224	200	560	232	224	144	312	272	80	408	352	376	160	392	248	392	496	392	192	528	152	192	336	88	352	320	568	224	152	344	160	160	136	184	368	256	304	280	264	256	240	424
'9	198	180	522	135	99	117	306	225	45	378	324	198	99	342	198	297	450	351	198	432	45	117	189	108	333	270	396	207	198	216	63	99	135	135	279	252	225	198	162	171	225	360
'10	230	180	420	300	130	130	200	100	60	350	360	190	90	210	200	350	440	320	180	350	30	130	280	70	370	220	490	200	180	160	80	90	130	150	200	170	260	200	200	160	160	310
11-15	568	481	1733	627	373	394	895	593	52	1403	929	894	176	977	666	1320	1747	1365	670	1405	234	527	955	196	1443	763	1638	838	488	741	541	478	314	342	861	616	1106	1050	733	754	518	711
16-20	375	263	1258	465	324	201	621	265	105	1248	605	550	199	686	592	753	1255	1211	445	712	52	352	806	106	1050	467	1196	707	161	370	320	335	248	248	308	347	819	732	429	230	376	443
21-50	1320	543	4078	586	452	698	1443	989	58	4058	1199	2757	151	1254	938	1365	3524	3690	1365	1803	50	610	3020	240	4156	2265	3662	1597	410	1720	973	1510	223	381	1129	589	2856	3009	559	302	194	724
51-100	933	353	1935	702	372	338	196	183	0	3797	364	1129	247	817	428	358	2463	2097	457	721	0	51	3666	309	4139	2016	1617	704	107	1017	635	1444	0	207	780	232	1276	1274	124	59	68	208
101-150	369	234	840	125	0	357	0	0	0	1123	104	766	0	115	0	0	1833	227	316	239	0	0	1247	0	2647	1073	470	112	0	481	0	751	223	0	350	117	220	126	0	0	0	0
151-200	343	0	154	195	0	0	0	0	0	1199	161	165	0	0	189	0	173	0	0	0	0	0	1223	0	3005	346	498	155	0	0	170	1176	0	0	0	0	0	0	0	0	0	0
201-500	1190	0	693	0	0	205	214	0	0	420	0	1316	0	0	0	0	1253	0	0	280	0	0	2106	0	4008	446	0	0	0	0	0	2047	0	0	0	0	244	0	0	0	0	0
501-1000	593	0	0	0	0	0	1924	0	0	559	0	754	0	0	0	0	0	0	0	0	0	0	0	0	3026	0	0	0	0	0	0	2012	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1103	0	0	0	0	0	0	1352	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes
'0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1	21.8	33.4	17.8	28.3	33.0	37.0	21.5	32.5	51.5	16.8	25.3	19.9	32.8	23.7	30.9	24.2	12.1	20.3	33.0	13.3	43.9	30.6	14.7	49.6	10.3	24.0	13.3	24.6	31.3	22.9	35.5	20.1	30.4	35.0	27.9	35.4	24.4	23.3	35.6	45.3	44.8	30.0
'2	11.3	16.0	10.0	14.9	18.2	11.7	12.2	16.3	13.5	10.3	16.3	12.6	20.1	15.4	17.2	15.7	14.8	12.3	13.6	23.4	12.9	13.6	9.8	12.9	6.8	10.8	16.3	10.1	17.4	13.5	13.8	7.4	16.6	17.6	15.1	17.2	12.3	13.2	12.7	16.1	17.9	18.9
'3	4.8	7.5	5.8	8.1	8.6	5.3	5.7	8.2	5.3	6.0	9.6	6.2	10.1	8.4	6.9	8.8	7.9	6.7	5.9	9.3	5.4	6.6	6.0	5.6	4.2	6.1	8.3	4.9	8.4	7.1	6.2	3.0	9.2	10.2	8.1	9.3	7.5	6.6	6.4	7.5	8.6	10.1
'4	2.7	4.2	4.0	4.5	4.8	3.5	4.2	5.0	2.8	3.9	6.1	3.9	5.4	5.7	4.2	5.4	4.7	4.0	4.8	6.4	2.9	4.2	3.8	2.5	2.7	3.1	5.7	3.1	5.1	4.6	3.2	2.0	4.5	5.2	5.7	5.9	5.0	4.4	3.6	4.4	4.6	7.1
'5	2.5	3.4	3.4	3.2	3.5	2.2	2.8	3.3	1.5	3.0	4.6	2.5	3.7	3.3	3.1	3.8	3.4	3.4	2.8	4.1	2.2	2.7	2.4	1.7	2.0	3.1	4.1	2.2	3.3	3.0	2.5	1.3	3.3	3.8	3.7	3.7	3.0	2.9	2.1	3.1	3.2	4.5
'6	1.6	2.2	2.7	2.7	2.1	2.0	2.7	2.4	1.4	2.1	3.0	1.8	1.9	3.1	2.4	2.9	2.8	2.3	2.6	3.4	1.2	2.1	2.0	1.3	1.4	1.7	2.9	2.1	2.5	2.7	1.9	0.9	1.9	3.0	3.5	3.2	2.5	2.0	1.3	1.9	1.9	3.5
'7	1.0	1.6	2.3	1.7	1.3	2.0	2.5	1.9	0.9	1.9	2.0	1.5	1.3	2.5	1.6	2.3	2.2	2.2	1.6	2.3	0.9	1.4	1.4	1.0	1.2	1.5	2.4	1.6	2.2	2.3	1.4	1.0	2.4	2.3	2.2	2.1	1.8	2.3	1.4	1.6	2.1	2.3
'8	1.3	1.5	2.1	1.3	1.7	1.2	1.9	1.9	0.7	1.4	1.9	1.8	1.1	2.0	1.7	1.8	1.5	1.5	1.3	2.1	1.4	1.3	1.2	0.8	0.8	1.6	2.0	1.2	1.0	1.9	1.2	0.7	0.9	1.4	1.9	1.7	1.6	1.5	1.4	1.4	1.4	1.9
'9	1.1	1.4	1.9	0.8	0.7	0.9	1.9	1.6	0.4	1.3	1.8	0.9	0.7	1.7	1.3	1.4	1.3	1.3	1.3	1.7	0.4	0.8	0.7	0.9	0.8	1.4	1.4	1.2	1.4	1.2	0.5	0.5	0.9	1.0	1.5	1.7	1.1	1.1	0.9	0.9	1.3	1.6
'10	1.3	1.4	1.6	1.7	1.0	1.0	1.2	0.7	0.5	1.2	2.0	0.9	0.6	1.0	1.3	1.6	1.3	1.2	1.2	1.4	0.3	0.9	1.0	0.6	0.9	1.1	1.7	1.1	1.2	0.9	0.6	0.4	0.9	1.1	1.0	1.2	1.3	1.1	1.1	0.9	0.9	1.4
11-15	3.3	3.7	6.4	3.6	2.8	3.2	5.4	4.2	0.5	4.8	5.0	4.2	1.2	4.9	4.5	6.1	5.2	5.2	4.6	5.5	2.2	3.7	3.4	1.7	3.4	3.9	5.7	4.7	3.3	4.0	4.1	2.2	2.1	2.5	4.5	4.2	5.7	5.7	4.0	4.0	3.0	3.1
16-20	2.2	2.0	4.7	2.7	2.4	1.6	3.8	1.9	0.9	4.3	3.3	2.6	1.3	3.4	4.0	3.5	3.8	4.6	3.0	2.8	0.5	2.5	2.9	0.9	2.5	2.4	4.2	3.9	1.1	2.0	2.4	1.5	1.7	1.8	1.6	2.4	4.2	4.0	2.3	1.2	2.2	2.0
21-50	7.6	4.1	15.1	3.3	3.4	5.6	8.7	6.9	0.5	13.9	6.5	12.8	1.0	6.3	6.3	6.3	10.5	13.9	9.3	7.1	0.5	4.2	10.7	2.1	9.9	11.4	12.7	8.9	2.8	9.3	7.4	6.9	1.5	2.8	5.9	4.0	14.6	16.2	3.0	1.6	1.1	3.2
