Number of species	42
Number of genes	802115
Number of genes in orthogroups	701176
Number of unassigned genes	100939
Percentage of genes in orthogroups	87.4
Percentage of unassigned genes	12.6
Number of orthogroups	42030
Number of species-specific orthogroups	16674
Number of genes in species-specific orthogroups	110685
Percentage of genes in species-specific orthogroups	13.8
Mean orthogroup size	16.7
Median orthogroup size	4.0
G50 (assigned genes)	43
G50 (all genes)	37
O50 (assigned genes)	3505
O50 (all genes)	4771
Number of orthogroups with all species present	162
Number of single-copy orthogroups	0
Date	2023-10-04
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	38219	90.9	337602	48.1
'1	2716	6.5	151177	21.6
'2	530	1.3	53609	7.6
'3	214	0.5	30863	4.4
'4	95	0.2	17806	2.5
'5	57	0.1	12999	1.9
'6	45	0.1	12125	1.7
'7	32	0.1	9950	1.4
'8	19	0.0	6760	1.0
'9	17	0.0	6781	1.0
'10	14	0.0	6231	0.9
11-15	35	0.1	19345	2.8
16-20	20	0.0	15134	2.2
21-50	16	0.0	17734	2.5
51-100	1	0.0	3060	0.4
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	16674
2	9385
3	3022
4	1302
5	748
6	497
7	403
8	335
9	257
10	256
11	231
12	198
13	176
14	171
15	146
16	186
17	174
18	177
19	234
20	293
21	340
22	409
23	483
24	549
25	567
26	514
27	518
28	444
29	342
30	338
31	286
32	244
33	260
34	239
35	233
36	225
37	220
38	204
39	206
40	206
41	176
42	162
