Number of species	42
Number of genes	802115
Number of genes in orthogroups	699785
Number of unassigned genes	102330
Percentage of genes in orthogroups	87.2
Percentage of unassigned genes	12.8
Number of orthogroups	65353
Number of species-specific orthogroups	29984
Number of genes in species-specific orthogroups	166913
Percentage of genes in species-specific orthogroups	20.8
Mean orthogroup size	10.7
Median orthogroup size	4.0
G50 (assigned genes)	29
G50 (all genes)	26
O50 (assigned genes)	6953
O50 (all genes)	8820
Number of orthogroups with all species present	66
Number of single-copy orthogroups	0
Date	2023-10-05
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	62402	95.5	486994	69.6
'1	2361	3.6	126984	18.1
'2	315	0.5	31582	4.5
'3	140	0.2	20016	2.9
'4	54	0.1	10176	1.5
'5	36	0.1	8205	1.2
'6	13	0.0	3511	0.5
'7	14	0.0	4350	0.6
'8	5	0.0	1779	0.3
'9	3	0.0	1203	0.2
'10	5	0.0	2203	0.3
11-15	5	0.0	2782	0.4
16-20	0	0.0	0	0.0
21-50	0	0.0	0	0.0
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	29984
2	14479
3	4550
4	2078
5	1196
6	744
7	595
8	491
9	409
10	389
11	332
12	284
13	251
14	229
15	204
16	240
17	247
18	251
19	318
20	404
21	447
22	540
23	615
24	693
25	689
26	632
27	617
28	505
29	422
30	347
31	295
32	268
33	227
34	229
35	196
36	167
37	189
38	162
39	151
40	127
41	94
42	66
