	1016-Treubia_lacunosa	1017-Porella_caespitans_var_nipponica	1025-Porella_chinensis	1026-Bazzania_tridens	225-Ptilidium_ciliare	231-Lunularia_cruciata	302-Haplomitrium_mnioides	343-Odontoschisma_sphagni	349-Blasia_pusilla	359-Scapania_nepalensis	368-Metzgeria_furcata	369-Plagiochila_semidecurrens	604-Gackstroemia_magellanica	620-Vetaforma_dusenii	621-Plagiochila_sp	623-Mesoptychia_sp	625-Noteroclada_confluens	626-Acrobolbus_urvilleanus	630-Porella_platyphylla	653-Riccia_cavernosa	664-Conocephalum_conicum	888-Acrolejeunea_sandvicensis	889-Fossombronia_cristula	890-Blasia_pusilla	891-Pleurozia_purpurea	905-Metzgeria_hamata	906-Herbertus_kurzii	908-Cyathodium_cavernarum	909-Ricciocarpos_natans	912-Pallavicinia_ambigua	952-Plagiochasma_appendiculatum	955-Jungermannia_erectum	957-Frullania_moniliata	961-Lepidozia_reptans	963-Plicanthus_hirtellus	965-Tetralophozia_filiformis	966-Tritomaria_exsectiformis	M158-Sphaerocarpos_donnellii	MAPA-Marchantia_paleacea	MpMON-Marchantia_polymorpha_montivagans	MpPOL-Marchantia_polymorpha_polymorpha	MpTAKv6-Marchantia_polymorpha_rudelaris


Number of genes per-species in orthogroup	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups
'0	44734	43894	41811	42667	43676	44275	44731	43415	43326	41472	42262	43178	42814	42224	43391	41334	40935	41135	43353	41448	44456	44134	42889	43330	42148	43063	41407	43953	43406	43456	43972	44313	43494	43258	41760	42412	42597	43411	41245	38664	39341	39006
'1	4142	4879	5486	5556	4916	5106	3901	5180	6292	5642	5329	4819	5444	5346	5082	5931	4597	6075	5422	3883	5204	4797	4634	6236	4860	5327	4370	4859	5083	4716	5154	4828	5029	5255	6068	5912	5390	4792	7525	9626	8836	7699
'2	968	1072	1446	1380	1231	689	1027	1189	701	1646	1598	1416	1533	1678	1294	1858	2743	1737	1009	3280	627	979	1518	679	1564	1123	2576	902	1277	1300	883	798	1275	1251	1541	1282	1303	1256	1089	1449	1563	2254
'3	271	325	579	456	379	211	314	350	166	619	601	446	453	551	329	618	910	603	288	837	165	291	580	190	625	397	845	289	402	448	244	204	414	420	503	465	476	404	336	403	432	740
'4	124	167	294	188	169	110	179	155	54	284	282	200	173	263	170	277	402	257	188	406	63	153	257	64	341	175	433	151	157	209	101	100	160	161	244	186	258	199	135	178	169	378
'5	87	95	196	113	80	51	94	88	32	203	159	128	85	155	83	166	237	185	80	212	38	67	143	33	204	117	232	98	92	123	63	63	92	94	146	118	127	108	70	89	85	179
'6	50	39	141	57	45	36	79	53	23	106	91	55	34	94	60	98	141	107	64	139	18	46	113	19	131	53	171	66	61	79	37	43	50	55	106	70	88	55	34	53	45	110
'7	22	32	101	39	30	31	52	42	8	90	70	57	28	75	38	68	106	79	33	88	16	30	52	16	84	51	88	47	37	51	26	31	34	40	48	50	55	62	33	32	47	62
'8	34	26	88	28	19	15	46	29	5	71	52	49	14	43	31	41	75	41	20	56	8	30	43	9	53	41	78	39	19	38	16	23	13	16	41	20	46	37	28	30	27	50
'9	29	12	60	24	13	22	28	20	3	49	24	17	13	28	19	34	61	45	27	50	4	20	35	9	59	37	49	35	19	26	13	10	11	15	28	20	33	24	17	22	17	34
'10	16	16	45	20	15	5	16	16	3	36	27	19	6	20	21	39	44	38	20	41	4	9	30	5	45	19	54	19	15	18	14	16	11	9	19	21	21	25	15	14	10	24
11-15	40	34	150	49	23	25	70	42	5	128	64	78	13	71	48	84	136	116	48	89	18	36	103	13	140	80	124	63	34	67	42	44	24	25	50	38	80	95	57	45	34	41
16-20	37	12	74	21	10	15	35	18	3	82	32	39	6	27	24	34	78	75	26	40	1	15	51	8	82	45	61	46	11	26	22	28	9	13	20	10	49	51	25	9	12	25
21-50	46	19	131	16	15	25	42	24	2	143	27	88	4	39	28	39	118	109	39	42	1	15	105	12	170	63	115	53	9	53	30	70	4	10	40	15	83	93	12	8	4	18
51-100	15	0	16	8	2	5	2	2	0	41	3	24	3	8	5	2	30	21	5	10	0	1	50	0	67	25	18	2	1	11	6	30	2	1	8	4	16	11	2	1	1	3
101-150	2	1	3	0	0	2	2	0	0	7	1	6	0	1	0	0	7	0	1	2	0	0	13	0	29	5	2	1	0	2	0	10	1	0	1	0	1	0	0	0	0	0
151-200	3	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	4	0	12	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
201-500	3	0	2	0	0	0	5	0	0	1	0	4	0	0	0	0	2	0	0	0	0	0	3	0	7	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups
'0	88.4	86.7	82.6	84.3	86.3	87.5	88.4	85.8	85.6	81.9	83.5	85.3	84.6	83.4	85.7	81.7	80.9	81.3	85.6	81.9	87.8	87.2	84.7	85.6	83.3	85.1	81.8	86.8	85.7	85.8	86.9	87.5	85.9	85.5	82.5	83.8	84.1	85.8	81.5	76.4	77.7	77.1
'1	8.2	9.6	10.8	11.0	9.7	10.1	7.7	10.2	12.4	11.1	10.5	9.5	10.8	10.6	10.0	11.7	9.1	12.0	10.7	7.7	10.3	9.5	9.2	12.3	9.6	10.5	8.6	9.6	10.0	9.3	10.2	9.5	9.9	10.4	12.0	11.7	10.6	9.5	14.9	19.0	17.5	15.2
'2	1.9	2.1	2.9	2.7	2.4	1.4	2.0	2.3	1.4	3.3	3.2	2.8	3.0	3.3	2.6	3.7	5.4	3.4	2.0	6.5	1.2	1.9	3.0	1.3	3.1	2.2	5.1	1.8	2.5	2.6	1.7	1.6	2.5	2.5	3.0	2.5	2.6	2.5	2.2	2.9	3.1	4.5
'3	0.5	0.6	1.1	0.9	0.7	0.4	0.6	0.7	0.3	1.2	1.2	0.9	0.9	1.1	0.6	1.2	1.8	1.2	0.6	1.7	0.3	0.6	1.1	0.4	1.2	0.8	1.7	0.6	0.8	0.9	0.5	0.4	0.8	0.8	1.0	0.9	0.9	0.8	0.7	0.8	0.9	1.5
'4	0.2	0.3	0.6	0.4	0.3	0.2	0.4	0.3	0.1	0.6	0.6	0.4	0.3	0.5	0.3	0.5	0.8	0.5	0.4	0.8	0.1	0.3	0.5	0.1	0.7	0.3	0.9	0.3	0.3	0.4	0.2	0.2	0.3	0.3	0.5	0.4	0.5	0.4	0.3	0.4	0.3	0.7
'5	0.2	0.2	0.4	0.2	0.2	0.1	0.2	0.2	0.1	0.4	0.3	0.3	0.2	0.3	0.2	0.3	0.5	0.4	0.2	0.4	0.1	0.1	0.3	0.1	0.4	0.2	0.5	0.2	0.2	0.2	0.1	0.1	0.2	0.2	0.3	0.2	0.3	0.2	0.1	0.2	0.2	0.4
'6	0.1	0.1	0.3	0.1	0.1	0.1	0.2	0.1	0.0	0.2	0.2	0.1	0.1	0.2	0.1	0.2	0.3	0.2	0.1	0.3	0.0	0.1	0.2	0.0	0.3	0.1	0.3	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.2
'7	0.0	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.0	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2	0.0	0.1	0.1	0.0	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
'8	0.1	0.1	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.1	0.0	0.1	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.1	0.1
'9	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1
'10	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11-15	0.1	0.1	0.3	0.1	0.0	0.0	0.1	0.1	0.0	0.3	0.1	0.2	0.0	0.1	0.1	0.2	0.3	0.2	0.1	0.2	0.0	0.1	0.2	0.0	0.3	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0.1
16-20	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.1	0.0	0.1	0.0	0.1	0.2	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0
21-50	0.1	0.0	0.3	0.0	0.0	0.0	0.1	0.0	0.0	0.3	0.1	0.2	0.0	0.1	0.1	0.1	0.2	0.2	0.1	0.1	0.0	0.0	0.2	0.0	0.3	0.1	0.2	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.2	0.2	0.0	0.0	0.0	0.0
51-100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101-150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151-200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201-500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501-1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1001+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Number of genes per-species in orthogroup	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes
'0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1	4142	4879	5486	5556	4916	5106	3901	5180	6292	5642	5329	4819	5444	5346	5082	5931	4597	6075	5422	3883	5204	4797	4634	6236	4860	5327	4370	4859	5083	4716	5154	4828	5029	5255	6068	5912	5390	4792	7525	9626	8836	7699
'2	1936	2144	2892	2760	2462	1378	2054	2378	1402	3292	3196	2832	3066	3356	2588	3716	5486	3474	2018	6560	1254	1958	3036	1358	3128	2246	5152	1804	2554	2600	1766	1596	2550	2502	3082	2564	2606	2512	2178	2898	3126	4508
'3	813	975	1737	1368	1137	633	942	1050	498	1857	1803	1338	1359	1653	987	1854	2730	1809	864	2511	495	873	1740	570	1875	1191	2535	867	1206	1344	732	612	1242	1260	1509	1395	1428	1212	1008	1209	1296	2220
'4	496	668	1176	752	676	440	716	620	216	1136	1128	800	692	1052	680	1108	1608	1028	752	1624	252	612	1028	256	1364	700	1732	604	628	836	404	400	640	644	976	744	1032	796	540	712	676	1512
'5	435	475	980	565	400	255	470	440	160	1015	795	640	425	775	415	830	1185	925	400	1060	190	335	715	165	1020	585	1160	490	460	615	315	315	460	470	730	590	635	540	350	445	425	895
'6	300	234	846	342	270	216	474	318	138	636	546	330	204	564	360	588	846	642	384	834	108	276	678	114	786	318	1026	396	366	474	222	258	300	330	636	420	528	330	204	318	270	660
'7	154	224	707	273	210	217	364	294	56	630	490	399	196	525	266	476	742	553	231	616	112	210	364	112	588	357	616	329	259	357	182	217	238	280	336	350	385	434	231	224	329	434
'8	272	208	704	224	152	120	368	232	40	568	416	392	112	344	248	328	600	328	160	448	64	240	344	72	424	328	624	312	152	304	128	184	104	128	328	160	368	296	224	240	216	400
'9	261	108	540	216	117	198	252	180	27	441	216	153	117	252	171	306	549	405	243	450	36	180	315	81	531	333	441	315	171	234	117	90	99	135	252	180	297	216	153	198	153	306
'10	160	160	450	200	150	50	160	160	30	360	270	190	60	200	210	390	440	380	200	410	40	90	300	50	450	190	540	190	150	180	140	160	110	90	190	210	210	250	150	140	100	240
11-15	502	417	1891	616	292	314	876	538	66	1645	826	962	163	918	611	1050	1697	1472	596	1127	225	459	1321	165	1763	1037	1583	816	418	836	522	546	302	308	639	472	1015	1222	725	557	426	533
16-20	663	214	1313	380	176	267	619	321	50	1459	566	694	99	472	422	591	1381	1328	460	702	16	260	918	143	1496	819	1080	827	192	458	398	486	163	227	355	169	871	913	433	157	217	439
21-50	1506	603	3992	550	451	731	1257	708	52	4745	745	2635	105	1166	863	1197	3785	3255	1126	1200	24	429	3347	404	5422	1969	3527	1459	258	1586	912	2151	108	287	1180	439	2548	2816	313	189	89	482
51-100	1109	0	1023	514	141	384	149	122	0	2738	160	1628	228	475	385	143	2216	1496	321	689	0	55	3396	0	4733	1716	1189	110	54	677	429	2045	142	64	555	259	963	681	113	52	60	194
101-150	255	103	343	0	0	225	253	0	0	840	104	738	0	108	0	0	897	0	102	223	0	0	1574	0	3519	619	224	104	0	236	0	1153	111	0	104	0	101	0	0	0	0	0
151-200	488	0	0	183	0	0	0	0	0	527	160	0	0	0	0	0	157	0	0	0	0	0	701	0	2137	169	0	0	0	0	0	721	0	0	0	0	0	0	0	0	0	0
201-500	745	0	509	0	0	0	1758	0	0	236	0	950	0	0	0	0	728	0	0	0	0	0	685	0	2283	221	0	0	0	0	0	2325	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1137	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes
'0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1	24.0	37.2	20.3	31.7	36.7	40.8	23.7	36.3	56.0	19.3	28.9	22.5	36.8	26.7	34.3	27.4	13.7	23.0	36.9	15.2	48.4	33.4	16.5	54.1	11.6	26.9	15.2	27.1	34.7	25.4	39.1	22.2	33.8	39.2	31.8	40.2	27.5	25.9	40.7	51.2	50.9	34.0
'2	11.2	16.3	10.7	15.7	18.4	11.0	12.5	16.7	12.5	11.3	17.3	13.2	20.7	16.8	17.5	17.2	16.4	13.1	13.7	25.8	11.7	13.6	10.8	11.8	7.5	11.3	17.9	10.1	17.4	14.0	13.4	7.3	17.1	18.6	16.1	17.4	13.3	13.6	11.8	15.4	18.0	19.9
'3	4.7	7.4	6.4	7.8	8.5	5.1	5.7	7.4	4.4	6.4	9.8	6.2	9.2	8.3	6.7	8.6	8.2	6.8	5.9	9.9	4.6	6.1	6.2	4.9	4.5	6.0	8.8	4.8	8.2	7.2	5.6	2.8	8.3	9.4	7.9	9.5	7.3	6.5	5.4	6.4	7.5	9.8
'4	2.9	5.1	4.4	4.3	5.1	3.5	4.3	4.3	1.9	3.9	6.1	3.7	4.7	5.3	4.6	5.1	4.8	3.9	5.1	6.4	2.3	4.3	3.7	2.2	3.3	3.5	6.0	3.4	4.3	4.5	3.1	1.8	4.3	4.8	5.1	5.1	5.3	4.3	2.9	3.8	3.9	6.7
'5	2.5	3.6	3.6	3.2	3.0	2.0	2.8	3.1	1.4	3.5	4.3	3.0	2.9	3.9	2.8	3.8	3.5	3.5	2.7	4.2	1.8	2.3	2.5	1.4	2.4	3.0	4.0	2.7	3.1	3.3	2.4	1.4	3.1	3.5	3.8	4.0	3.2	2.9	1.9	2.4	2.4	3.9
'6	1.7	1.8	3.1	1.9	2.0	1.7	2.9	2.2	1.2	2.2	3.0	1.5	1.4	2.8	2.4	2.7	2.5	2.4	2.6	3.3	1.0	1.9	2.4	1.0	1.9	1.6	3.6	2.2	2.5	2.6	1.7	1.2	2.0	2.5	3.3	2.9	2.7	1.8	1.1	1.7	1.6	2.9
'7	0.9	1.7	2.6	1.6	1.6	1.7	2.2	2.1	0.5	2.2	2.7	1.9	1.3	2.6	1.8	2.2	2.2	2.1	1.6	2.4	1.0	1.5	1.3	1.0	1.4	1.8	2.1	1.8	1.8	1.9	1.4	1.0	1.6	2.1	1.8	2.4	2.0	2.3	1.2	1.2	1.9	1.9
'8	1.6	1.6	2.6	1.3	1.1	1.0	2.2	1.6	0.4	1.9	2.3	1.8	0.8	1.7	1.7	1.5	1.8	1.2	1.1	1.8	0.6	1.7	1.2	0.6	1.0	1.7	2.2	1.7	1.0	1.6	1.0	0.8	0.7	1.0	1.7	1.1	1.9	1.6	1.2	1.3	1.2	1.8
'9	1.5	0.8	2.0	1.2	0.9	1.6	1.5	1.3	0.2	1.5	1.2	0.7	0.8	1.3	1.2	1.4	1.6	1.5	1.7	1.8	0.3	1.3	1.1	0.7	1.3	1.7	1.5	1.8	1.2	1.3	0.9	0.4	0.7	1.0	1.3	1.2	1.5	1.2	0.8	1.1	0.9	1.3
'10	0.9	1.2	1.7	1.1	1.1	0.4	1.0	1.1	0.3	1.2	1.5	0.9	0.4	1.0	1.4	1.8	1.3	1.4	1.4	1.6	0.4	0.6	1.1	0.4	1.1	1.0	1.9	1.1	1.0	1.0	1.1	0.7	0.7	0.7	1.0	1.4	1.1	1.3	0.8	0.7	0.6	1.1
11-15	2.9	3.2	7.0	3.5	2.2	2.5	5.3	3.8	0.6	5.6	4.5	4.5	1.1	4.6	4.1	4.9	5.1	5.6	4.1	4.4	2.1	3.2	4.7	1.4	4.2	5.2	5.5	4.6	2.9	4.5	4.0	2.5	2.0	2.3	3.3	3.2	5.2	6.6	3.9	3.0	2.5	2.4
16-20	3.8	1.6	4.9	2.2	1.3	2.1	3.8	2.3	0.4	5.0	3.1	3.2	0.7	2.4	2.8	2.7	4.1	5.0	3.1	2.8	0.1	1.8	3.3	1.2	3.6	4.1	3.8	4.6	1.3	2.5	3.0	2.2	1.1	1.7	1.9	1.2	4.5	4.9	2.3	0.8	1.2	1.9
21-50	8.7	4.6	14.8	3.1	3.4	5.8	7.6	5.0	0.5	16.2	4.0	12.3	0.7	5.8	5.8	5.5	11.3	12.3	7.7	4.7	0.2	3.0	11.9	3.5	12.9	9.9	12.3	8.1	1.8	8.5	6.9	9.9	0.7	2.1	6.2	3.0	13.0	15.2	1.7	1.0	0.5	2.1
