	1016-Treubia_lacunosa	1017-Porella_caespitans_var_nipponica	1025-Porella_chinensis	1026-Bazzania_tridens	225-Ptilidium_ciliare	231-Lunularia_cruciata	302-Haplomitrium_mnioides	343-Odontoschisma_sphagni	349-Blasia_pusilla	359-Scapania_nepalensis	368-Metzgeria_furcata	369-Plagiochila_semidecurrens	604-Gackstroemia_magellanica	620-Vetaforma_dusenii	621-Plagiochila_sp	623-Mesoptychia_sp	625-Noteroclada_confluens	626-Acrobolbus_urvilleanus	630-Porella_platyphylla	653-Riccia_cavernosa	664-Conocephalum_conicum	888-Acrolejeunea_sandvicensis	889-Fossombronia_cristula	890-Blasia_pusilla	891-Pleurozia_purpurea	905-Metzgeria_hamata	906-Herbertus_kurzii	908-Cyathodium_cavernarum	909-Ricciocarpos_natans	912-Pallavicinia_ambigua	952-Plagiochasma_appendiculatum	955-Jungermannia_erectum	957-Frullania_moniliata	961-Lepidozia_reptans	963-Plicanthus_hirtellus	965-Tetralophozia_filiformis	966-Tritomaria_exsectiformis	M158-Sphaerocarpos_donnellii	MAPA-Marchantia_paleacea	MpMON-Marchantia_polymorpha_montivagans	MpPOL-Marchantia_polymorpha_polymorpha	MpTAKv6-Marchantia_polymorpha_rudelaris


Number of genes per-species in orthogroup	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups
'0	50861	49961	47504	48712	49790	50420	50841	49484	49509	47144	48168	49091	48953	48247	49453	47295	46781	47051	49325	47378	50653	50280	48816	49492	47869	48992	47221	50052	49541	49515	50103	50396	49608	49313	47665	48363	48472	49467	47260	44601	45279	44951
'1	4335	5160	5894	5857	5180	5337	4085	5482	6530	6067	5751	5124	5714	5658	5392	6307	4947	6466	5781	4136	5448	5005	4911	6489	5131	5659	4709	5071	5334	4997	5406	5037	5310	5596	6517	6331	5751	5032	7985	10157	9382	8131
'2	982	1109	1598	1430	1240	682	1053	1207	681	1760	1652	1503	1521	1741	1290	1912	2873	1781	1034	3448	584	995	1576	649	1685	1151	2748	910	1270	1315	864	804	1292	1254	1567	1309	1349	1308	1031	1431	1530	2320
'3	280	331	619	457	387	217	328	347	147	652	611	447	456	545	342	637	929	608	323	874	143	307	589	171	676	420	880	309	404	449	240	200	403	419	509	470	526	409	313	353	387	726
'4	138	156	323	182	163	105	197	158	53	334	281	218	160	261	165	273	425	264	175	426	63	143	277	61	374	193	450	170	155	216	109	111	141	157	245	179	270	202	121	170	153	356
'5	80	91	218	102	71	53	96	88	29	206	173	131	73	164	94	163	232	187	83	199	29	64	150	40	231	123	249	92	91	125	66	68	88	90	153	113	137	117	66	83	78	160
'6	53	33	152	67	36	37	81	57	11	127	80	66	41	82	69	96	152	119	55	124	20	47	119	17	153	66	144	75	58	76	30	55	50	54	92	72	92	63	31	56	51	111
'7	26	29	125	27	35	33	53	38	10	94	57	60	21	61	31	63	107	74	37	84	17	30	62	17	100	59	94	57	45	53	29	30	32	31	54	42	62	51	33	30	39	58
'8	34	28	85	27	20	16	41	25	4	79	52	43	12	42	21	37	82	51	18	58	6	27	49	8	67	38	80	41	24	42	20	24	10	15	37	21	45	42	24	23	26	52
'9	27	20	67	20	13	17	25	15	3	52	29	33	7	25	17	27	53	42	30	53	4	19	32	8	72	34	57	31	11	29	15	15	13	10	23	22	41	22	19	20	14	25
'10	16	12	50	25	13	6	23	11	3	49	28	28	6	24	18	31	40	34	26	39	3	12	43	4	48	23	52	32	14	16	13	20	12	9	17	18	23	26	16	17	8	19
11-15	47	30	161	41	18	23	69	35	6	151	59	82	12	69	48	81	145	124	43	92	17	37	121	14	172	96	116	73	27	65	45	58	17	20	51	29	89	103	60	34	29	40
16-20	28	13	72	15	9	14	34	17	2	88	26	46	4	28	20	29	67	73	21	31	1	12	51	11	97	47	75	36	7	28	19	42	7	12	19	5	55	51	18	6	9	22
21-50	59	14	108	18	11	21	51	22	0	157	19	91	7	35	23	36	118	97	34	39	0	10	139	7	203	66	100	36	6	54	24	86	2	7	32	12	69	88	10	7	3	14
51-100	16	1	9	7	2	5	6	2	0	21	0	19	1	5	5	1	29	17	3	7	0	0	44	0	73	16	12	2	1	7	5	27	2	1	7	2	7	7	1	0	0	3
101-150	5	0	2	1	0	2	2	0	0	5	1	3	0	1	0	0	6	0	0	0	0	0	6	0	29	4	1	1	0	1	0	3	1	0	0	0	0	0	0	0	0	0
151-200	0	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
201-500	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups
'0	89.2	87.7	83.4	85.5	87.4	88.5	89.2	86.8	86.9	82.7	84.5	86.1	85.9	84.7	86.8	83.0	82.1	82.6	86.6	83.1	88.9	88.2	85.7	86.8	84.0	86.0	82.9	87.8	86.9	86.9	87.9	88.4	87.0	86.5	83.6	84.9	85.1	86.8	82.9	78.3	79.5	78.9
'1	7.6	9.1	10.3	10.3	9.1	9.4	7.2	9.6	11.5	10.6	10.1	9.0	10.0	9.9	9.5	11.1	8.7	11.3	10.1	7.3	9.6	8.8	8.6	11.4	9.0	9.9	8.3	8.9	9.4	8.8	9.5	8.8	9.3	9.8	11.4	11.1	10.1	8.8	14.0	17.8	16.5	14.3
'2	1.7	1.9	2.8	2.5	2.2	1.2	1.8	2.1	1.2	3.1	2.9	2.6	2.7	3.1	2.3	3.4	5.0	3.1	1.8	6.1	1.0	1.7	2.8	1.1	3.0	2.0	4.8	1.6	2.2	2.3	1.5	1.4	2.3	2.2	2.7	2.3	2.4	2.3	1.8	2.5	2.7	4.1
'3	0.5	0.6	1.1	0.8	0.7	0.4	0.6	0.6	0.3	1.1	1.1	0.8	0.8	1.0	0.6	1.1	1.6	1.1	0.6	1.5	0.3	0.5	1.0	0.3	1.2	0.7	1.5	0.5	0.7	0.8	0.4	0.4	0.7	0.7	0.9	0.8	0.9	0.7	0.5	0.6	0.7	1.3
'4	0.2	0.3	0.6	0.3	0.3	0.2	0.3	0.3	0.1	0.6	0.5	0.4	0.3	0.5	0.3	0.5	0.7	0.5	0.3	0.7	0.1	0.3	0.5	0.1	0.7	0.3	0.8	0.3	0.3	0.4	0.2	0.2	0.2	0.3	0.4	0.3	0.5	0.4	0.2	0.3	0.3	0.6
'5	0.1	0.2	0.4	0.2	0.1	0.1	0.2	0.2	0.1	0.4	0.3	0.2	0.1	0.3	0.2	0.3	0.4	0.3	0.1	0.3	0.1	0.1	0.3	0.1	0.4	0.2	0.4	0.2	0.2	0.2	0.1	0.1	0.2	0.2	0.3	0.2	0.2	0.2	0.1	0.1	0.1	0.3
'6	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0.1	0.0	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0.3	0.2	0.1	0.2	0.0	0.1	0.2	0.0	0.3	0.1	0.3	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.2
'7	0.0	0.1	0.2	0.0	0.1	0.1	0.1	0.1	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.0	0.1	0.1	0.0	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
'8	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.1
'9	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0
'10	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11-15	0.1	0.1	0.3	0.1	0.0	0.0	0.1	0.1	0.0	0.3	0.1	0.1	0.0	0.1	0.1	0.1	0.3	0.2	0.1	0.2	0.0	0.1	0.2	0.0	0.3	0.2	0.2	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0.1
16-20	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0
21-50	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.3	0.0	0.2	0.0	0.1	0.0	0.1	0.2	0.2	0.1	0.1	0.0	0.0	0.2	0.0	0.4	0.1	0.2	0.1	0.0	0.1	0.0	0.2	0.0	0.0	0.1	0.0	0.1	0.2	0.0	0.0	0.0	0.0
51-100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101-150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151-200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201-500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501-1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1001+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Number of genes per-species in orthogroup	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes
'0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1	4335	5160	5894	5857	5180	5337	4085	5482	6530	6067	5751	5124	5714	5658	5392	6307	4947	6466	5781	4136	5448	5005	4911	6489	5131	5659	4709	5071	5334	4997	5406	5037	5310	5596	6517	6331	5751	5032	7985	10157	9382	8131
'2	1964	2218	3196	2860	2480	1364	2106	2414	1362	3520	3304	3006	3042	3482	2580	3824	5746	3562	2068	6896	1168	1990	3152	1298	3370	2302	5496	1820	2540	2630	1728	1608	2584	2508	3134	2618	2698	2616	2062	2862	3060	4640
'3	840	993	1857	1371	1161	651	984	1041	441	1956	1833	1341	1368	1635	1026	1911	2787	1824	969	2622	429	921	1767	513	2028	1260	2640	927	1212	1347	720	600	1209	1257	1527	1410	1578	1227	939	1059	1161	2178
'4	552	624	1292	728	652	420	788	632	212	1336	1124	872	640	1044	660	1092	1700	1056	700	1704	252	572	1108	244	1496	772	1800	680	620	864	436	444	564	628	980	716	1080	808	484	680	612	1424
'5	400	455	1090	510	355	265	480	440	145	1030	865	655	365	820	470	815	1160	935	415	995	145	320	750	200	1155	615	1245	460	455	625	330	340	440	450	765	565	685	585	330	415	390	800
'6	318	198	912	402	216	222	486	342	66	762	480	396	246	492	414	576	912	714	330	744	120	282	714	102	918	396	864	450	348	456	180	330	300	324	552	432	552	378	186	336	306	666
'7	182	203	875	189	245	231	371	266	70	658	399	420	147	427	217	441	749	518	259	588	119	210	434	119	700	413	658	399	315	371	203	210	224	217	378	294	434	357	231	210	273	406
'8	272	224	680	216	160	128	328	200	32	632	416	344	96	336	168	296	656	408	144	464	48	216	392	64	536	304	640	328	192	336	160	192	80	120	296	168	360	336	192	184	208	416
'9	243	180	603	180	117	153	225	135	27	468	261	297	63	225	153	243	477	378	270	477	36	171	288	72	648	306	513	279	99	261	135	135	117	90	207	198	369	198	171	180	126	225
'10	160	120	500	250	130	60	230	110	30	490	280	280	60	240	180	310	400	340	260	390	30	120	430	40	480	230	520	320	140	160	130	200	120	90	170	180	230	260	160	170	80	190
11-15	603	375	2052	514	226	288	868	447	75	1948	748	1029	149	889	617	1019	1818	1573	546	1147	207	476	1543	182	2175	1221	1481	920	330	820	555	722	217	248	636	370	1137	1312	761	426	367	516
16-20	502	233	1276	261	169	250	586	297	37	1561	451	822	65	507	350	502	1192	1305	376	547	18	208	914	193	1759	850	1331	646	123	493	337	741	128	209	345	85	975	904	311	110	163	386
21-50	1888	373	3234	582	315	572	1549	623	0	5003	574	2683	221	1041	706	1114	3661	2870	953	1163	0	281	4467	207	6349	2052	3002	963	190	1524	749	2765	49	191	930	379	2070	2544	280	176	90	374
51-100	1122	54	590	452	140	367	466	113	0	1362	0	1227	92	302	352	53	2124	1215	203	458	0	0	3001	0	5126	1041	768	107	52	454	351	1773	144	51	496	116	454	449	53	0	0	170
101-150	605	0	263	123	0	225	273	0	0	629	104	399	0	108	0	0	694	0	0	0	0	0	687	0	3430	520	120	106	0	113	0	370	110	0	0	0	0	0	0	0	0	0
151-200	0	0	0	0	0	0	179	0	0	331	155	377	0	0	0	0	0	0	0	0	0	0	320	0	666	180	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0
201-500	246	0	267	0	0	0	592	0	0	0	0	224	0	0	0	0	618	0	0	0	0	0	211	0	966	0	0	0	0	0	0	2279	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	0	0	0	0	0	798	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes
'0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1	25.1	39.3	21.9	33.4	38.7	42.7	24.8	38.4	58.1	20.8	31.2	23.9	38.6	28.3	36.4	29.1	14.8	24.4	39.3	16.2	50.7	34.8	17.5	56.2	12.2	28.6	16.4	28.3	36.4	26.9	41.1	23.2	35.7	41.7	34.1	43.1	29.4	27.2	43.2	54.0	54.0	35.9
'2	11.4	16.9	11.9	16.3	18.5	10.9	12.8	16.9	12.1	12.1	17.9	14.0	20.6	17.4	17.4	17.7	17.2	13.5	14.1	27.1	10.9	13.9	11.2	11.3	8.0	11.6	19.1	10.2	17.4	14.2	13.1	7.4	17.4	18.7	16.4	17.8	13.8	14.1	11.1	15.2	17.6	20.5
'3	4.9	7.6	6.9	7.8	8.7	5.2	6.0	7.3	3.9	6.7	9.9	6.2	9.2	8.2	6.9	8.8	8.3	6.9	6.6	10.3	4.0	6.4	6.3	4.4	4.8	6.4	9.2	5.2	8.3	7.3	5.5	2.8	8.1	9.4	8.0	9.6	8.1	6.6	5.1	5.6	6.7	9.6
'4	3.2	4.8	4.8	4.1	4.9	3.4	4.8	4.4	1.9	4.6	6.1	4.1	4.3	5.2	4.5	5.0	5.1	4.0	4.8	6.7	2.3	4.0	3.9	2.1	3.6	3.9	6.3	3.8	4.2	4.7	3.3	2.0	3.8	4.7	5.1	4.9	5.5	4.4	2.6	3.6	3.5	6.3
'5	2.3	3.5	4.0	2.9	2.7	2.1	2.9	3.1	1.3	3.5	4.7	3.1	2.5	4.1	3.2	3.8	3.5	3.5	2.8	3.9	1.3	2.2	2.7	1.7	2.8	3.1	4.3	2.6	3.1	3.4	2.5	1.6	3.0	3.4	4.0	3.8	3.5	3.2	1.8	2.2	2.2	3.5
'6	1.8	1.5	3.4	2.3	1.6	1.8	2.9	2.4	0.6	2.6	2.6	1.8	1.7	2.5	2.8	2.7	2.7	2.7	2.2	2.9	1.1	2.0	2.5	0.9	2.2	2.0	3.0	2.5	2.4	2.5	1.4	1.5	2.0	2.4	2.9	2.9	2.8	2.0	1.0	1.8	1.8	2.9
'7	1.1	1.5	3.2	1.1	1.8	1.8	2.2	1.9	0.6	2.3	2.2	2.0	1.0	2.1	1.5	2.0	2.2	2.0	1.8	2.3	1.1	1.5	1.5	1.0	1.7	2.1	2.3	2.2	2.2	2.0	1.5	1.0	1.5	1.6	2.0	2.0	2.2	1.9	1.2	1.1	1.6	1.8
'8	1.6	1.7	2.5	1.2	1.2	1.0	2.0	1.4	0.3	2.2	2.3	1.6	0.6	1.7	1.1	1.4	2.0	1.5	1.0	1.8	0.4	1.5	1.4	0.6	1.3	1.5	2.2	1.8	1.3	1.8	1.2	0.9	0.5	0.9	1.6	1.1	1.8	1.8	1.0	1.0	1.2	1.8
'9	1.4	1.4	2.2	1.0	0.9	1.2	1.4	0.9	0.2	1.6	1.4	1.4	0.4	1.1	1.0	1.1	1.4	1.4	1.8	1.9	0.3	1.2	1.0	0.6	1.5	1.5	1.8	1.6	0.7	1.4	1.0	0.6	0.8	0.7	1.1	1.3	1.9	1.1	0.9	1.0	0.7	1.0
'10	0.9	0.9	1.9	1.4	1.0	0.5	1.4	0.8	0.3	1.7	1.5	1.3	0.4	1.2	1.2	1.4	1.2	1.3	1.8	1.5	0.3	0.8	1.5	0.3	1.1	1.2	1.8	1.8	1.0	0.9	1.0	0.9	0.8	0.7	0.9	1.2	1.2	1.4	0.9	0.9	0.5	0.8
11-15	3.5	2.9	7.6	2.9	1.7	2.3	5.3	3.1	0.7	6.7	4.1	4.8	1.0	4.4	4.2	4.7	5.4	5.9	3.7	4.5	1.9	3.3	5.5	1.6	5.2	6.2	5.1	5.1	2.3	4.4	4.2	3.3	1.5	1.8	3.3	2.5	5.8	7.1	4.1	2.3	2.1	2.3
16-20	2.9	1.8	4.7	1.5	1.3	2.0	3.6	2.1	0.3	5.3	2.4	3.8	0.4	2.5	2.4	2.3	3.6	4.9	2.6	2.1	0.2	1.4	3.2	1.7	4.2	4.3	4.6	3.6	0.8	2.7	2.6	3.4	0.9	1.6	1.8	0.6	5.0	4.9	1.7	0.6	0.9	1.7
21-50	10.9	2.8	12.0	3.3	2.4	4.6	9.4	4.4	0.0	17.1	3.1	12.5	1.5	5.2	4.8	5.1	10.9	10.8	6.5	4.6	0.0	2.0	15.9	1.8	15.2	10.4	10.4	5.4	1.3	8.2	5.7	12.7	0.3	1.4	4.9	2.6	10.6	13.7	1.5	0.9	0.5	1.6
