	1016-Treubia_lacunosa	1017-Porella_caespitans_var_nipponica	1025-Porella_chinensis	1026-Bazzania_tridens	225-Ptilidium_ciliare	231-Lunularia_cruciata	302-Haplomitrium_mnioides	343-Odontoschisma_sphagni	349-Blasia_pusilla	359-Scapania_nepalensis	368-Metzgeria_furcata	369-Plagiochila_semidecurrens	604-Gackstroemia_magellanica	620-Vetaforma_dusenii	621-Plagiochila_sp	623-Mesoptychia_sp	625-Noteroclada_confluens	626-Acrobolbus_urvilleanus	630-Porella_platyphylla	653-Riccia_cavernosa	664-Conocephalum_conicum	888-Acrolejeunea_sandvicensis	889-Fossombronia_cristula	890-Blasia_pusilla	891-Pleurozia_purpurea	905-Metzgeria_hamata	906-Herbertus_kurzii	908-Cyathodium_cavernarum	909-Ricciocarpos_natans	912-Pallavicinia_ambigua	952-Plagiochasma_appendiculatum	955-Jungermannia_erectum	957-Frullania_moniliata	961-Lepidozia_reptans	963-Plicanthus_hirtellus	965-Tetralophozia_filiformis	966-Tritomaria_exsectiformis	M158-Sphaerocarpos_donnellii	MAPA-Marchantia_paleacea	MpMON-Marchantia_polymorpha_montivagans	MpPOL-Marchantia_polymorpha_polymorpha	MpTAKv6-Marchantia_polymorpha_rudelaris


Number of genes per-species in orthogroup	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups
'0	67928	66957	63628	65543	66894	67548	67900	66496	66785	62857	64860	65599	66089	65081	66414	64042	63156	63593	66152	64015	67937	67400	65190	66713	63494	65636	63446	67086	66706	66451	67203	67114	66754	66291	64238	65092	64774	66414	64239	61434	62100	61819
'1	4630	5653	6722	6526	5616	5709	4357	6012	6911	7069	6454	5803	6196	6245	5876	7044	5668	7224	6421	4626	5787	5433	5467	6853	5708	6212	5463	5395	5732	5434	5785	5451	5770	6146	7393	7157	6632	5472	8670	11050	10293	8829
'2	1052	1189	2014	1517	1310	719	1186	1255	615	2194	1845	1717	1527	1900	1441	2052	3148	1941	1132	3881	533	1001	1850	627	2254	1348	3203	1017	1275	1435	903	921	1271	1346	1711	1422	1584	1385	993	1361	1470	2392
'3	320	356	786	464	369	242	376	346	123	860	671	523	432	576	339	627	1028	680	360	929	136	320	710	169	924	477	984	378	408	506	259	297	392	409	537	441	666	460	266	307	339	697
'4	156	159	374	172	144	90	208	145	38	423	289	253	147	256	149	267	458	289	163	438	58	139	345	54	523	244	500	189	161	226	113	155	136	156	247	174	321	215	122	139	123	347
'5	83	73	269	99	60	52	97	89	19	275	151	148	50	148	91	152	269	196	89	189	21	79	199	39	320	147	261	112	88	139	67	98	81	77	141	97	148	122	44	73	64	145
'6	63	40	153	58	35	48	85	54	14	159	75	91	29	66	66	99	159	129	47	132	19	47	143	15	233	79	171	88	53	78	54	69	44	28	82	48	85	80	33	58	40	94
'7	39	30	120	35	29	20	63	32	5	135	45	64	16	62	25	45	120	77	35	84	10	30	85	11	154	72	89	61	33	42	26	48	23	24	40	29	68	61	26	24	32	52
'8	46	17	98	14	20	21	47	20	5	78	32	39	9	43	18	40	84	64	25	51	4	22	66	9	114	46	89	41	18	38	22	39	13	23	28	16	41	36	27	22	15	46
'9	20	14	58	18	11	11	27	14	1	75	19	37	4	20	15	20	72	40	19	39	4	12	59	9	83	36	48	30	11	23	12	38	11	6	13	9	32	33	18	14	16	25
'10	12	6	43	20	10	8	26	9	4	51	18	37	1	20	16	23	37	35	13	26	3	5	42	4	88	32	35	25	13	28	12	32	7	0	14	9	28	29	14	14	7	19
11-15	71	22	138	34	13	27	65	25	3	159	42	89	12	49	39	72	136	108	30	77	11	23	158	13	243	84	123	61	16	60	30	92	11	11	42	19	81	106	51	22	18	33
16-20	37	2	65	9	5	12	38	13	0	86	10	44	4	32	13	15	68	70	23	17	0	8	70	4	126	50	40	22	5	23	17	49	5	2	21	2	34	46	11	4	5	14
21-50	55	5	49	10	6	12	40	12	0	96	10	68	6	22	20	25	97	67	12	17	0	4	116	3	206	55	70	16	4	38	20	97	4	4	15	8	26	63	9	1	1	11
51-100	9	0	4	3	1	2	5	1	0	5	1	8	1	3	1	0	17	10	2	2	0	0	20	0	48	5	1	2	0	2	0	12	0	0	1	0	3	1	0	0	0	0
101-150	2	0	1	1	0	2	3	0	0	1	1	2	0	0	0	0	4	0	0	0	0	0	2	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
151-200	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
201-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups
'0	91.2	89.8	85.4	88.0	89.8	90.6	91.1	89.2	89.6	84.3	87.0	88.0	88.7	87.3	89.1	85.9	84.7	85.3	88.8	85.9	91.2	90.4	87.5	89.5	85.2	88.1	85.1	90.0	89.5	89.2	90.2	90.1	89.6	89.0	86.2	87.3	86.9	89.1	86.2	82.4	83.3	83.0
'1	6.2	7.6	9.0	8.8	7.5	7.7	5.8	8.1	9.3	9.5	8.7	7.8	8.3	8.4	7.9	9.5	7.6	9.7	8.6	6.2	7.8	7.3	7.3	9.2	7.7	8.3	7.3	7.2	7.7	7.3	7.8	7.3	7.7	8.2	9.9	9.6	8.9	7.3	11.6	14.8	13.8	11.8
'2	1.4	1.6	2.7	2.0	1.8	1.0	1.6	1.7	0.8	2.9	2.5	2.3	2.0	2.5	1.9	2.8	4.2	2.6	1.5	5.2	0.7	1.3	2.5	0.8	3.0	1.8	4.3	1.4	1.7	1.9	1.2	1.2	1.7	1.8	2.3	1.9	2.1	1.9	1.3	1.8	2.0	3.2
'3	0.4	0.5	1.1	0.6	0.5	0.3	0.5	0.5	0.2	1.2	0.9	0.7	0.6	0.8	0.5	0.8	1.4	0.9	0.5	1.2	0.2	0.4	1.0	0.2	1.2	0.6	1.3	0.5	0.5	0.7	0.3	0.4	0.5	0.5	0.7	0.6	0.9	0.6	0.4	0.4	0.5	0.9
'4	0.2	0.2	0.5	0.2	0.2	0.1	0.3	0.2	0.1	0.6	0.4	0.3	0.2	0.3	0.2	0.4	0.6	0.4	0.2	0.6	0.1	0.2	0.5	0.1	0.7	0.3	0.7	0.3	0.2	0.3	0.2	0.2	0.2	0.2	0.3	0.2	0.4	0.3	0.2	0.2	0.2	0.5
'5	0.1	0.1	0.4	0.1	0.1	0.1	0.1	0.1	0.0	0.4	0.2	0.2	0.1	0.2	0.1	0.2	0.4	0.3	0.1	0.3	0.0	0.1	0.3	0.1	0.4	0.2	0.4	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.1	0.1	0.1	0.2
'6	0.1	0.1	0.2	0.1	0.0	0.1	0.1	0.1	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.2	0.1	0.2	0.0	0.1	0.2	0.0	0.3	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.1	0.1
'7	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.1	0.0	0.1	0.0	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.1
'8	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1
'9	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'10	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11-15	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.2	0.0	0.3	0.1	0.2	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.0
16-20	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
21-50	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.2	0.0	0.3	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
51-100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101-150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151-200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201-500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501-1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1001+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Number of genes per-species in orthogroup	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes
'0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1	4630	5653	6722	6526	5616	5709	4357	6012	6911	7069	6454	5803	6196	6245	5876	7044	5668	7224	6421	4626	5787	5433	5467	6853	5708	6212	5463	5395	5732	5434	5785	5451	5770	6146	7393	7157	6632	5472	8670	11050	10293	8829
'2	2104	2378	4028	3034	2620	1438	2372	2510	1230	4388	3690	3434	3054	3800	2882	4104	6296	3882	2264	7762	1066	2002	3700	1254	4508	2696	6406	2034	2550	2870	1806	1842	2542	2692	3422	2844	3168	2770	1986	2722	2940	4784
'3	960	1068	2358	1392	1107	726	1128	1038	369	2580	2013	1569	1296	1728	1017	1881	3084	2040	1080	2787	408	960	2130	507	2772	1431	2952	1134	1224	1518	777	891	1176	1227	1611	1323	1998	1380	798	921	1017	2091
'4	624	636	1496	688	576	360	832	580	152	1692	1156	1012	588	1024	596	1068	1832	1156	652	1752	232	556	1380	216	2092	976	2000	756	644	904	452	620	544	624	988	696	1284	860	488	556	492	1388
'5	415	365	1345	495	300	260	485	445	95	1375	755	740	250	740	455	760	1345	980	445	945	105	395	995	195	1600	735	1305	560	440	695	335	490	405	385	705	485	740	610	220	365	320	725
'6	378	240	918	348	210	288	510	324	84	954	450	546	174	396	396	594	954	774	282	792	114	282	858	90	1398	474	1026	528	318	468	324	414	264	168	492	288	510	480	198	348	240	564
'7	273	210	840	245	203	140	441	224	35	945	315	448	112	434	175	315	840	539	245	588	70	210	595	77	1078	504	623	427	231	294	182	336	161	168	280	203	476	427	182	168	224	364
'8	368	136	784	112	160	168	376	160	40	624	256	312	72	344	144	320	672	512	200	408	32	176	528	72	912	368	712	328	144	304	176	312	104	184	224	128	328	288	216	176	120	368
'9	180	126	522	162	99	99	243	126	9	675	171	333	36	180	135	180	648	360	171	351	36	108	531	81	747	324	432	270	99	207	108	342	99	54	117	81	288	297	162	126	144	225
'10	120	60	430	200	100	80	260	90	40	510	180	370	10	200	160	230	370	350	130	260	30	50	420	40	880	320	350	250	130	280	120	320	70	0	140	90	280	290	140	140	70	190
11-15	907	272	1739	425	164	349	819	316	38	2018	526	1118	146	620	500	928	1700	1366	389	968	135	285	1997	163	3118	1057	1548	757	194	762	386	1181	136	137	515	230	1011	1346	645	271	222	431
16-20	665	38	1165	167	90	212	655	237	0	1502	177	789	70	580	233	264	1204	1244	403	311	0	134	1221	66	2269	901	701	386	93	417	302	866	89	35	382	36	602	818	190	71	87	248
21-50	1642	126	1389	316	157	324	1191	341	0	2693	282	1916	141	634	591	741	2803	1944	343	482	0	99	3358	74	6243	1626	2055	415	123	1070	602	2928	102	102	475	197	694	1808	238	24	25	303
51-100	605	0	279	195	80	125	366	60	0	340	72	536	88	184	57	0	1216	643	105	132	0	0	1236	0	3119	352	56	111	0	109	0	756	0	0	57	0	179	67	0	0	0	0
101-150	247	0	111	105	0	224	390	0	0	131	122	230	0	0	0	0	452	0	0	0	0	0	270	0	381	0	0	0	0	0	0	371	106	0	0	0	0	0	0	0	0	0
151-200	0	0	175	0	0	0	0	0	0	0	0	172	0	0	0	0	192	0	0	0	0	0	183	0	333	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0
201-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes
'0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1	26.8	43.1	24.9	37.2	42.0	45.6	26.4	42.2	61.5	24.2	35.0	27.0	41.9	31.2	39.7	32.5	16.9	27.3	43.7	18.2	53.9	37.8	19.4	59.4	13.6	31.4	19.0	30.1	39.2	29.2	43.9	25.1	38.7	45.8	38.7	48.7	33.9	29.5	46.9	58.8	59.2	38.9
'2	12.2	18.1	14.9	17.3	19.6	11.5	14.4	17.6	10.9	15.0	20.0	16.0	20.6	19.0	19.4	19.0	18.8	14.7	15.4	30.5	9.9	13.9	13.2	10.9	10.8	13.6	22.3	11.3	17.4	15.4	13.7	8.5	17.1	20.1	17.9	19.4	16.2	15.0	10.7	14.5	16.9	21.1
'3	5.6	8.1	8.7	7.9	8.3	5.8	6.8	7.3	3.3	8.8	10.9	7.3	8.8	8.6	6.9	8.7	9.2	7.7	7.3	10.9	3.8	6.7	7.6	4.4	6.6	7.2	10.3	6.3	8.4	8.2	5.9	4.1	7.9	9.1	8.4	9.0	10.2	7.4	4.3	4.9	5.9	9.2
'4	3.6	4.8	5.5	3.9	4.3	2.9	5.0	4.1	1.4	5.8	6.3	4.7	4.0	5.1	4.0	4.9	5.5	4.4	4.4	6.9	2.2	3.9	4.9	1.9	5.0	4.9	6.9	4.2	4.4	4.9	3.4	2.8	3.7	4.7	5.2	4.7	6.6	4.6	2.6	3.0	2.8	6.1
'5	2.4	2.8	5.0	2.8	2.2	2.1	2.9	3.1	0.8	4.7	4.1	3.4	1.7	3.7	3.1	3.5	4.0	3.7	3.0	3.7	1.0	2.7	3.5	1.7	3.8	3.7	4.5	3.1	3.0	3.7	2.5	2.3	2.7	2.9	3.7	3.3	3.8	3.3	1.2	1.9	1.8	3.2
'6	2.2	1.8	3.4	2.0	1.6	2.3	3.1	2.3	0.7	3.3	2.4	2.5	1.2	2.0	2.7	2.7	2.9	2.9	1.9	3.1	1.1	2.0	3.1	0.8	3.3	2.4	3.6	2.9	2.2	2.5	2.5	1.9	1.8	1.3	2.6	2.0	2.6	2.6	1.1	1.9	1.4	2.5
'7	1.6	1.6	3.1	1.4	1.5	1.1	2.7	1.6	0.3	3.2	1.7	2.1	0.8	2.2	1.2	1.5	2.5	2.0	1.7	2.3	0.7	1.5	2.1	0.7	2.6	2.5	2.2	2.4	1.6	1.6	1.4	1.5	1.1	1.3	1.5	1.4	2.4	2.3	1.0	0.9	1.3	1.6
'8	2.1	1.0	2.9	0.6	1.2	1.3	2.3	1.1	0.4	2.1	1.4	1.5	0.5	1.7	1.0	1.5	2.0	1.9	1.4	1.6	0.3	1.2	1.9	0.6	2.2	1.9	2.5	1.8	1.0	1.6	1.3	1.4	0.7	1.4	1.2	0.9	1.7	1.6	1.2	0.9	0.7	1.6
'9	1.0	1.0	1.9	0.9	0.7	0.8	1.5	0.9	0.1	2.3	0.9	1.6	0.2	0.9	0.9	0.8	1.9	1.4	1.2	1.4	0.3	0.8	1.9	0.7	1.8	1.6	1.5	1.5	0.7	1.1	0.8	1.6	0.7	0.4	0.6	0.6	1.5	1.6	0.9	0.7	0.8	1.0
'10	0.7	0.5	1.6	1.1	0.7	0.6	1.6	0.6	0.4	1.7	1.0	1.7	0.1	1.0	1.1	1.1	1.1	1.3	0.9	1.0	0.3	0.3	1.5	0.3	2.1	1.6	1.2	1.4	0.9	1.5	0.9	1.5	0.5	0.0	0.7	0.6	1.4	1.6	0.8	0.7	0.4	0.8
11-15	5.2	2.1	6.4	2.4	1.2	2.8	5.0	2.2	0.3	6.9	2.9	5.2	1.0	3.1	3.4	4.3	5.1	5.2	2.6	3.8	1.3	2.0	7.1	1.4	7.4	5.3	5.4	4.2	1.3	4.1	2.9	5.4	0.9	1.0	2.7	1.6	5.2	7.3	3.5	1.4	1.3	1.9
16-20	3.8	0.3	4.3	1.0	0.7	1.7	4.0	1.7	0.0	5.1	1.0	3.7	0.5	2.9	1.6	1.2	3.6	4.7	2.7	1.2	0.0	0.9	4.3	0.6	5.4	4.5	2.4	2.2	0.6	2.2	2.3	4.0	0.6	0.3	2.0	0.2	3.1	4.4	1.0	0.4	0.5	1.1
21-50	9.5	1.0	5.2	1.8	1.2	2.6	7.2	2.4	0.0	9.2	1.5	8.9	1.0	3.2	4.0	3.4	8.4	7.3	2.3	1.9	0.0	0.7	11.9	0.6	14.9	8.2	7.1	2.3	0.8	5.8	4.6	13.5	0.7	0.8	2.5	1.3	3.5	9.8	1.3	0.1	0.1	1.3
