	1016-Treubia_lacunosa	1017-Porella_caespitans_var_nipponica	1025-Porella_chinensis	1026-Bazzania_tridens	225-Ptilidium_ciliare	231-Lunularia_cruciata	302-Haplomitrium_mnioides	343-Odontoschisma_sphagni	349-Blasia_pusilla	359-Scapania_nepalensis	368-Metzgeria_furcata	369-Plagiochila_semidecurrens	604-Gackstroemia_magellanica	620-Vetaforma_dusenii	621-Plagiochila_sp	623-Mesoptychia_sp	625-Noteroclada_confluens	626-Acrobolbus_urvilleanus	630-Porella_platyphylla	653-Riccia_cavernosa	664-Conocephalum_conicum	888-Acrolejeunea_sandvicensis	889-Fossombronia_cristula	890-Blasia_pusilla	891-Pleurozia_purpurea	905-Metzgeria_hamata	906-Herbertus_kurzii	908-Cyathodium_cavernarum	909-Ricciocarpos_natans	912-Pallavicinia_ambigua	952-Plagiochasma_appendiculatum	955-Jungermannia_erectum	957-Frullania_moniliata	961-Lepidozia_reptans	963-Plicanthus_hirtellus	965-Tetralophozia_filiformis	966-Tritomaria_exsectiformis	M158-Sphaerocarpos_donnellii	MAPA-Marchantia_paleacea	MpMON-Marchantia_polymorpha_montivagans	MpPOL-Marchantia_polymorpha_polymorpha	MpTAKv6-Marchantia_polymorpha_rudelaris


Number of genes per-species in orthogroup	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups	Number of orthogroups
'0	71869	70907	67409	69475	70886	71538	71860	70459	70816	66548	68787	69450	70068	69027	70330	67942	66987	67461	70091	67926	71955	71393	68950	70715	67133	69511	67256	71038	70709	70381	71178	70960	70734	70239	68129	68994	68574	70390	68201	65369	66056	65757
'1	4682	5767	6904	6651	5676	5763	4394	6114	6956	7300	6579	5954	6299	6339	6023	7208	5794	7370	6552	4710	5842	5488	5621	6921	5811	6318	5612	5468	5791	5532	5858	5534	5859	6277	7554	7326	6824	5511	8780	11194	10431	8954
'2	1100	1213	2102	1538	1340	722	1224	1275	608	2308	1894	1762	1531	1936	1458	2090	3222	1987	1152	3966	536	1027	1907	629	2382	1414	3314	1041	1290	1481	930	984	1274	1368	1738	1448	1694	1424	1001	1370	1468	2413
'3	335	358	817	467	369	250	398	344	124	904	664	540	424	597	345	614	1064	685	364	934	134	325	746	174	1034	496	997	401	405	514	254	318	397	398	551	446	663	466	261	297	327	701
'4	158	154	389	172	139	108	213	149	35	442	286	260	143	243	143	260	463	314	148	447	55	139	370	54	561	247	518	195	159	225	116	170	136	143	248	164	315	224	116	143	116	334
'5	88	68	279	99	59	53	98	83	20	279	150	145	49	142	82	148	287	183	81	186	17	78	218	31	342	148	256	106	88	133	70	111	77	69	128	91	155	116	43	71	64	142
'6	68	37	152	46	32	36	83	49	10	164	66	87	26	65	71	91	144	125	47	133	17	47	142	15	254	82	172	90	53	73	46	81	39	28	79	41	84	87	31	48	36	92
'7	34	23	113	34	29	29	66	27	6	137	39	69	11	58	20	45	130	76	35	80	10	23	102	9	177	69	97	63	33	37	26	46	22	22	40	25	62	57	30	25	34	53
'8	38	19	93	12	11	20	45	17	4	69	28	43	8	39	23	38	85	62	23	44	3	17	69	8	114	58	75	39	14	46	19	49	14	20	28	13	35	39	29	24	12	48
'9	21	13	53	19	13	9	25	10	1	70	21	39	3	19	13	22	57	40	22	46	4	10	58	8	91	37	46	27	8	25	14	44	10	5	17	11	34	41	15	12	14	25
'10	22	8	46	16	8	6	30	10	4	52	17	33	2	19	13	23	43	39	8	20	3	6	57	4	85	31	36	28	12	22	10	36	6	1	10	6	29	31	15	10	6	14
11-15	73	13	120	32	12	28	66	24	2	151	32	96	12	49	33	66	130	110	29	59	10	22	169	14	239	82	105	57	15	64	34	102	8	12	33	12	64	94	47	18	16	29
16-20	34	3	62	14	8	12	37	13	0	78	13	43	4	31	12	16	70	57	22	21	0	8	53	2	135	44	40	18	6	18	14	50	5	2	16	4	28	46	9	4	5	13
21-50	57	3	42	9	3	9	41	11	0	80	8	58	5	21	19	23	89	71	10	12	0	3	113	2	189	44	61	14	3	34	17	81	4	2	15	5	23	59	8	1	1	11
51-100	5	0	4	2	1	1	4	1	0	3	1	5	1	1	1	0	17	6	2	2	0	0	8	0	35	5	1	1	0	1	0	9	1	0	0	0	2	1	0	0	0	0
101-150	2	0	0	0	0	2	2	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	2	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
151-200	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
201-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups	Percentage of orthogroups
'0	91.5	90.2	85.8	88.4	90.2	91.0	91.4	89.7	90.1	84.7	87.5	88.4	89.2	87.8	89.5	86.5	85.2	85.8	89.2	86.4	91.6	90.8	87.7	90.0	85.4	88.5	85.6	90.4	90.0	89.6	90.6	90.3	90.0	89.4	86.7	87.8	87.3	89.6	86.8	83.2	84.1	83.7
'1	6.0	7.3	8.8	8.5	7.2	7.3	5.6	7.8	8.9	9.3	8.4	7.6	8.0	8.1	7.7	9.2	7.4	9.4	8.3	6.0	7.4	7.0	7.2	8.8	7.4	8.0	7.1	7.0	7.4	7.0	7.5	7.0	7.5	8.0	9.6	9.3	8.7	7.0	11.2	14.2	13.3	11.4
'2	1.4	1.5	2.7	2.0	1.7	0.9	1.6	1.6	0.8	2.9	2.4	2.2	1.9	2.5	1.9	2.7	4.1	2.5	1.5	5.0	0.7	1.3	2.4	0.8	3.0	1.8	4.2	1.3	1.6	1.9	1.2	1.3	1.6	1.7	2.2	1.8	2.2	1.8	1.3	1.7	1.9	3.1
'3	0.4	0.5	1.0	0.6	0.5	0.3	0.5	0.4	0.2	1.2	0.8	0.7	0.5	0.8	0.4	0.8	1.4	0.9	0.5	1.2	0.2	0.4	0.9	0.2	1.3	0.6	1.3	0.5	0.5	0.7	0.3	0.4	0.5	0.5	0.7	0.6	0.8	0.6	0.3	0.4	0.4	0.9
'4	0.2	0.2	0.5	0.2	0.2	0.1	0.3	0.2	0.0	0.6	0.4	0.3	0.2	0.3	0.2	0.3	0.6	0.4	0.2	0.6	0.1	0.2	0.5	0.1	0.7	0.3	0.7	0.2	0.2	0.3	0.1	0.2	0.2	0.2	0.3	0.2	0.4	0.3	0.1	0.2	0.1	0.4
'5	0.1	0.1	0.4	0.1	0.1	0.1	0.1	0.1	0.0	0.4	0.2	0.2	0.1	0.2	0.1	0.2	0.4	0.2	0.1	0.2	0.0	0.1	0.3	0.0	0.4	0.2	0.3	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.1	0.2
'6	0.1	0.0	0.2	0.1	0.0	0.0	0.1	0.1	0.0	0.2	0.1	0.1	0.0	0.1	0.1	0.1	0.2	0.2	0.1	0.2	0.0	0.1	0.2	0.0	0.3	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.1	0.1	0.0	0.1	0.0	0.1
'7	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.0	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.1
'8	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.1	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
'9	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
'10	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11-15	0.1	0.0	0.2	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.1	0.0	0.1	0.0	0.1	0.2	0.1	0.0	0.1	0.0	0.0	0.2	0.0	0.3	0.1	0.1	0.1	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.0	0.0	0.0
16-20	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
21-50	0.1	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.2	0.1	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
51-100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101-150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151-200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201-500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501-1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1001+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Number of genes per-species in orthogroup	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes	Number of genes
'0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1	4682	5767	6904	6651	5676	5763	4394	6114	6956	7300	6579	5954	6299	6339	6023	7208	5794	7370	6552	4710	5842	5488	5621	6921	5811	6318	5612	5468	5791	5532	5858	5534	5859	6277	7554	7326	6824	5511	8780	11194	10431	8954
'2	2200	2426	4204	3076	2680	1444	2448	2550	1216	4616	3788	3524	3062	3872	2916	4180	6444	3974	2304	7932	1072	2054	3814	1258	4764	2828	6628	2082	2580	2962	1860	1968	2548	2736	3476	2896	3388	2848	2002	2740	2936	4826
'3	1005	1074	2451	1401	1107	750	1194	1032	372	2712	1992	1620	1272	1791	1035	1842	3192	2055	1092	2802	402	975	2238	522	3102	1488	2991	1203	1215	1542	762	954	1191	1194	1653	1338	1989	1398	783	891	981	2103
'4	632	616	1556	688	556	432	852	596	140	1768	1144	1040	572	972	572	1040	1852	1256	592	1788	220	556	1480	216	2244	988	2072	780	636	900	464	680	544	572	992	656	1260	896	464	572	464	1336
'5	440	340	1395	495	295	265	490	415	100	1395	750	725	245	710	410	740	1435	915	405	930	85	390	1090	155	1710	740	1280	530	440	665	350	555	385	345	640	455	775	580	215	355	320	710
'6	408	222	912	276	192	216	498	294	60	984	396	522	156	390	426	546	864	750	282	798	102	282	852	90	1524	492	1032	540	318	438	276	486	234	168	474	246	504	522	186	288	216	552
'7	238	161	791	238	203	203	462	189	42	959	273	483	77	406	140	315	910	532	245	560	70	161	714	63	1239	483	679	441	231	259	182	322	154	154	280	175	434	399	210	175	238	371
'8	304	152	744	96	88	160	360	136	32	552	224	344	64	312	184	304	680	496	184	352	24	136	552	64	912	464	600	312	112	368	152	392	112	160	224	104	280	312	232	192	96	384
'9	189	117	477	171	117	81	225	90	9	630	189	351	27	171	117	198	513	360	198	414	36	90	522	72	819	333	414	243	72	225	126	396	90	45	153	99	306	369	135	108	126	225
'10	220	80	460	160	80	60	300	100	40	520	170	330	20	190	130	230	430	390	80	200	30	60	570	40	850	310	360	280	120	220	100	360	60	10	100	60	290	310	150	100	60	140
11-15	941	164	1496	408	145	355	827	306	24	1916	400	1215	146	627	420	840	1634	1421	358	738	123	266	2125	178	3056	1053	1313	712	181	818	435	1306	100	147	417	146	800	1178	598	220	197	372
16-20	604	58	1093	261	145	215	628	236	0	1379	228	782	67	558	212	283	1238	1006	387	379	0	130	940	37	2410	780	713	315	107	320	250	880	88	36	288	69	501	807	158	69	87	231
21-50	1636	79	1214	309	86	248	1181	307	0	2219	220	1702	116	623	532	668	2661	2038	284	337	0	70	3325	53	5717	1247	1783	341	95	969	507	2432	114	48	481	129	609	1663	205	24	25	301
51-100	321	0	292	136	80	70	268	60	0	221	69	349	82	80	56	0	1199	393	102	128	0	0	498	0	2218	344	56	61	0	55	0	576	74	0	0	0	124	67	0	0	0	0
101-150	241	0	0	0	0	216	243	0	0	131	122	127	0	0	0	0	327	0	0	0	0	0	267	0	329	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0
151-200	0	0	167	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	156	0	167	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0
201-500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355	0	0	0	0	0	0	0	0	0	0
501-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
'1001+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Number of genes per-species in orthogroup	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes	Percentage of genes
'0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
'1	27.1	43.9	25.6	37.9	42.4	46.1	26.6	42.9	61.9	25.0	35.7	27.7	42.6	31.7	40.6	33.3	17.3	27.9	44.6	18.5	54.4	38.2	20.0	60.0	13.9	31.9	19.5	30.5	39.6	29.8	44.5	25.4	39.3	46.8	39.6	49.9	34.9	29.7	47.5	59.5	60.0	39.5
'2	12.7	18.5	15.6	17.5	20.0	11.5	14.8	17.9	10.8	15.8	20.5	16.4	20.7	19.3	19.7	19.3	19.3	15.0	15.7	31.2	10.0	14.3	13.6	10.9	11.4	14.3	23.0	11.6	17.6	15.9	14.1	9.0	17.1	20.4	18.2	19.7	17.3	15.4	10.8	14.6	16.9	21.3
'3	5.8	8.2	9.1	8.0	8.3	6.0	7.2	7.2	3.3	9.3	10.8	7.5	8.6	8.9	7.0	8.5	9.5	7.8	7.4	11.0	3.7	6.8	8.0	4.5	7.4	7.5	10.4	6.7	8.3	8.3	5.8	4.4	8.0	8.9	8.7	9.1	10.2	7.5	4.2	4.7	5.6	9.3
'4	3.7	4.7	5.8	3.9	4.2	3.5	5.2	4.2	1.2	6.1	6.2	4.8	3.9	4.9	3.9	4.8	5.5	4.7	4.0	7.0	2.0	3.9	5.3	1.9	5.4	5.0	7.2	4.4	4.3	4.8	3.5	3.1	3.7	4.3	5.2	4.5	6.4	4.8	2.5	3.0	2.7	5.9
'5	2.5	2.6	5.2	2.8	2.2	2.1	3.0	2.9	0.9	4.8	4.1	3.4	1.7	3.5	2.8	3.4	4.3	3.5	2.8	3.7	0.8	2.7	3.9	1.3	4.1	3.7	4.4	3.0	3.0	3.6	2.7	2.6	2.6	2.6	3.4	3.1	4.0	3.1	1.2	1.9	1.8	3.1
'6	2.4	1.7	3.4	1.6	1.4	1.7	3.0	2.1	0.5	3.4	2.1	2.4	1.1	1.9	2.9	2.5	2.6	2.8	1.9	3.1	0.9	2.0	3.0	0.8	3.6	2.5	3.6	3.0	2.2	2.4	2.1	2.2	1.6	1.3	2.5	1.7	2.6	2.8	1.0	1.5	1.2	2.4
'7	1.4	1.2	2.9	1.4	1.5	1.6	2.8	1.3	0.4	3.3	1.5	2.3	0.5	2.0	0.9	1.5	2.7	2.0	1.7	2.2	0.7	1.1	2.5	0.5	3.0	2.4	2.4	2.5	1.6	1.4	1.4	1.5	1.0	1.1	1.5	1.2	2.2	2.2	1.1	0.9	1.4	1.6
'8	1.8	1.2	2.8	0.5	0.7	1.3	2.2	1.0	0.3	1.9	1.2	1.6	0.4	1.6	1.2	1.4	2.0	1.9	1.3	1.4	0.2	0.9	2.0	0.6	2.2	2.3	2.1	1.7	0.8	2.0	1.2	1.8	0.8	1.2	1.2	0.7	1.4	1.7	1.3	1.0	0.6	1.7
'9	1.1	0.9	1.8	1.0	0.9	0.6	1.4	0.6	0.1	2.2	1.0	1.6	0.2	0.9	0.8	0.9	1.5	1.4	1.3	1.6	0.3	0.6	1.9	0.6	2.0	1.7	1.4	1.4	0.5	1.2	1.0	1.8	0.6	0.3	0.8	0.7	1.6	2.0	0.7	0.6	0.7	1.0
'10	1.3	0.6	1.7	0.9	0.6	0.5	1.8	0.7	0.4	1.8	0.9	1.5	0.1	0.9	0.9	1.1	1.3	1.5	0.5	0.8	0.3	0.4	2.0	0.3	2.0	1.6	1.3	1.6	0.8	1.2	0.8	1.7	0.4	0.1	0.5	0.4	1.5	1.7	0.8	0.5	0.3	0.6
11-15	5.4	1.2	5.5	2.3	1.1	2.8	5.0	2.1	0.2	6.6	2.2	5.7	1.0	3.1	2.8	3.9	4.9	5.4	2.4	2.9	1.1	1.9	7.6	1.5	7.3	5.3	4.6	4.0	1.2	4.4	3.3	6.0	0.7	1.1	2.2	1.0	4.1	6.4	3.2	1.2	1.1	1.6
16-20	3.5	0.4	4.1	1.5	1.1	1.7	3.8	1.7	0.0	4.7	1.2	3.6	0.5	2.8	1.4	1.3	3.7	3.8	2.6	1.5	0.0	0.9	3.3	0.3	5.8	3.9	2.5	1.8	0.7	1.7	1.9	4.0	0.6	0.3	1.5	0.5	2.6	4.4	0.9	0.4	0.5	1.0
21-50	9.5	0.6	4.5	1.8	0.6	2.0	7.2	2.2	0.0	7.6	1.2	7.9	0.8	3.1	3.6	3.1	8.0	7.7	1.9	1.3	0.0	0.5	11.8	0.5	13.6	6.3	6.2	1.9	0.6	5.2	3.9	11.2	0.8	0.4	2.5	0.9	3.1	9.0	1.1	0.1	0.1	1.3
